KIT ID Number,Borough,Zipcode,Date Collected,Received Date,First Draw at-the-tap Lead level (µg/l),First Draw at-the-tap copper level (mg/l)
16129371,STATEN ISLAND,10312,06/09/2016,06/13/2016,0,0.13
16129737,STATEN ISLAND,10306,06/09/2016,06/13/2016,0,0.129
16129819,BROOKLYN,11234,06/09/2016,06/13/2016,3,0.129
16129294,BROOKLYN,11204,06/09/2016,06/13/2016,5,0.134
16129262,SOUTH OZONE PARK,11420,06/09/2016,06/13/2016,0,0.141
16129317,FLUSHING,11354,06/09/2016,06/13/2016,2,0.119
16129454,WOODSIDE,11377,06/09/2016,06/14/2016,4,0.104
16129568,STATEN ISLAND,10309,06/09/2016,06/13/2016,0,0.128
16129385,STATEN ISLAND,10309,06/09/2016,06/13/2016,0,0.081
16129556,STATEN ISLAND,10312,06/09/2016,06/14/2016,2,0.117
16129363,STATEN ISLAND,10308,06/09/2016,06/13/2016,0,0.114
16129238,BAYSIDE,11361,06/09/2016,06/10/2016,1,0.074
16129258,KEW GARDENS,11415,06/09/2016,06/13/2016,1,0.165
16129497,BROOKLYN,11210,06/09/2016,06/13/2016,4,0.096
16129334,BROOKLYN,11223,06/09/2016,06/13/2016,5,0.137
16129690,BROOKLYN,11226,06/09/2016,06/13/2016,5,0.189
16129463,BROOKLYN,11217,06/09/2016,06/13/2016,0,0.029
16129246,STATEN ISLAND,10314,06/09/2016,06/13/2016,0,0.064
16129247,JAMAICA,11433,06/09/2016,06/10/2016,0,0.163
16129375,STATEN ISLAND,10312,06/09/2016,06/10/2016,0,0.104
16129538,STATEN ISLAND,10309,06/09/2016,06/13/2016,2,0.126
16129350,STATEN ISLAND,10306,06/09/2016,06/13/2016,2,0.092
16129531,STATEN ISLAND,10309,06/09/2016,06/10/2016,0,0.102
16129778,STATEN ISLAND,10312,06/09/2016,06/16/2016,0,0.14
16129381,STATEN ISLAND,10309,06/09/2016,06/13/2016,0,0.16
16129242,BROOKLYN,11224,06/09/2016,06/13/2016,0,0.073
16129413,HOWARD BEACH,11414,06/09/2016,06/13/2016,0,0.143
16129491,BAYSIDE,11361,06/09/2016,06/13/2016,2,0.401
16129649,BROOKLYN,11211,06/09/2016,06/13/2016,5,0.096
16129401,STATEN ISLAND,10305,06/09/2016,06/13/2016,0,0.142
16129358,STATEN ISLAND,10304,06/10/2016,06/13/2016,2,0.157
16129495,BROOKLYN,11225,06/10/2016,06/15/2016,51,0.216
16129248,KEW GARDENS,11415,06/10/2016,06/13/2016,0,0.055
16129583,STATEN ISLAND,10309,06/10/2016,06/16/2016,0,0.08
16129292,BRONX,10464,06/10/2016,06/13/2016,6,0.167
16129254,BRONX,10457,06/10/2016,06/13/2016,0,0.037
16129776,STATEN ISLAND,10312,06/10/2016,06/13/2016,44,0.113
16129787,STATEN ISLAND,10308,06/10/2016,06/13/2016,0,0.106
16129813,BROOKLYN,11234,06/10/2016,06/13/2016,4,0.153
16129392,STATEN ISLAND,10314,06/10/2016,06/13/2016,0,0.058
16129559,STATEN ISLAND,10312,06/10/2016,06/13/2016,0,0.129
16129417,STATEN ISLAND,10308,06/10/2016,06/13/2016,0,0.081
16129379,STATEN ISLAND,10306,06/10/2016,06/13/2016,2,0.112
16129811,STATEN ISLAND,10312,06/10/2016,06/13/2016,0,0.132
16129355,STATEN ISLAND,10309,06/10/2016,06/13/2016,0,0.102
16129374,STATEN ISLAND,10309,06/10/2016,06/13/2016,0,0.097
16129416,STATEN ISLAND,10309,06/10/2016,06/13/2016,0,0.04
16129635,OZONE PARK,11417,06/10/2016,06/13/2016,3,0.135
16129801,FOREST HILLS,11375,06/10/2016,06/13/2016,5,0.134
16129804,BROOKLYN,11217,06/10/2016,06/15/2016,1,0.167
16129586,STATEN ISLAND,10312,06/10/2016,06/13/2016,0,0.073
16129772,STATEN ISLAND,10309,06/10/2016,06/13/2016,0,0.061
16129343,BROOKLYN,11224,06/10/2016,06/13/2016,0,0.041
16129496,BROOKLYN,11220,06/10/2016,06/13/2016,0,0.145
16129458,STATEN ISLAND,10305,06/10/2016,06/14/2016,19,0.106
16129252,SAINT ALBANS,11412,06/11/2016,06/13/2016,0,0.074
16129356,STATEN ISLAND,10312,06/11/2016,06/13/2016,0,0.143
16129815,BROOKLYN,11236,06/11/2016,06/13/2016,0,0.151
16129507,BROOKLYN,11228,06/11/2016,06/16/2016,12,0.108
16129448,FLUSHING,11358,06/11/2016,06/13/2016,4,0.149
16129766,BROOKLYN,11224,06/11/2016,06/13/2016,0,0.151
16129694,BROOKLYN,11205,06/11/2016,06/13/2016,6,0.121
16129348,STATEN ISLAND,10309,06/11/2016,06/13/2016,0,0.093
16129748,STATEN ISLAND,10314,06/11/2016,06/14/2016,0,0.136
16129447,STATEN ISLAND,10308,06/11/2016,06/14/2016,0,0.149
16129680,WOODSIDE,11377,06/11/2016,06/14/2016,2,0.116
16129695,MIDDLE VILLAGE,11379,06/11/2016,06/15/2016,11,0.186
16129739,BAYSIDE,11361,06/11/2016,06/17/2016,4,0.182
16129727,STATEN ISLAND,10314,06/11/2016,06/14/2016,1,0.107
16129812,STATEN ISLAND,10309,06/11/2016,06/14/2016,18,0.386
16129316,FLUSHING,11358,06/11/2016,06/13/2016,3,0.091
16129344,WHITESTONE,11357,06/11/2016,06/15/2016,14,0.158
16129608,BROOKLYN,11229,06/12/2016,06/15/2016,2,0.111
16129808,BRONX,10471,06/12/2016,06/17/2016,2,0.116
16129502,JAMAICA,11432,06/12/2016,06/16/2016,2,0.121
16129774,STATEN ISLAND,10306,06/12/2016,06/14/2016,0,0.06
16129510,BROOKLYN,11214,06/12/2016,06/16/2016,2,0.141
16129693,KEW GARDENS,11415,06/12/2016,06/20/2016,3,0.109
16129329,RIDGEWOOD,11385,06/12/2016,06/15/2016,6,0.103
16129790,BRONX,10471,06/12/2016,06/16/2016,0,0.111
16129660,ELMHURST,11373,06/12/2016,06/13/2016,12,0.165
16129407,STATEN ISLAND,10312,06/12/2016,06/14/2016,19,0.12
16129361,STATEN ISLAND,10306,06/12/2016,06/15/2016,0,0.131
16129762,SPRINGFIELD GARDENS,11413,06/12/2016,06/16/2016,0,0.073
16129327,FLUSHING,11358,06/12/2016,06/17/2016,4,0.198
16129564,Brooklyn,11224,06/12/2016,06/15/2016,0,0.231
16129325,RIDGEWOOD,11385,06/12/2016,06/15/2016,11,0.172
16129452,BRONX,10464,06/13/2016,06/16/2016,6,0.314
16129404,STATEN ISLAND,10303,06/13/2016,06/20/2016,16,0.339
16129319,FLUSHING,11354,06/13/2016,06/16/2016,3,0.157
16129337,BROOKLYN,11234,06/13/2016,06/15/2016,7,0.128
16129395,MIDDLE VILLAGE,11379,06/13/2016,06/15/2016,9,0.195
16129250,JAMAICA,11433,06/13/2016,06/14/2016,0,0.109
16129710,REGO PARK,11374,06/13/2016,06/17/2016,7,0.125
16129464,STATEN ISLAND,10310,06/13/2016,06/14/2016,1,0.142
16129700,BAYSIDE,11361,06/13/2016,06/15/2016,6,0.107
16129640,BROOKLYN,11217,06/13/2016,06/16/2016,18,0.189
16129410,STATEN ISLAND,10306,06/13/2016,06/15/2016,0,0.135
16129318,FLUSHING,11358,06/13/2016,06/15/2016,1,0.139
16129539,STATEN ISLAND,10309,06/13/2016,06/16/2016,0,0.14
16129610,WOODSIDE,11377,06/14/2016,06/23/2016,5,0.214
16129521,STATEN ISLAND,10309,06/14/2016,06/15/2016,0,0.085
16129442,OZONE PARK,11417,06/14/2016,06/15/2016,2,0.152
16129480,SAINT ALBANS,11412,06/14/2016,06/17/2016,1,0.196
16129469,BRONX,10463,06/14/2016,06/23/2016,0,0.085
16129477,FLUSHING,11358,06/14/2016,06/20/2016,5,0.116
16129595,STATEN ISLAND,10312,06/14/2016,06/16/2016,0,0.044
16129676,OAKLAND GARDENS,11364,06/14/2016,06/16/2016,3,0.117
16129315,JAMAICA,11432,06/14/2016,06/15/2016,3,0.037
16129703,BROOKLYN,11219,06/14/2016,06/20/2016,4,0.199
16129309,FLUSHING,11358,06/14/2016,06/17/2016,8,0.129
16129810,BROOKLYN,11218,06/14/2016,06/15/2016,9,0.067
16129391,STATEN ISLAND,10304,06/14/2016,06/15/2016,0,0.073
16129599,FRESH MEADOWS,11365,06/14/2016,06/16/2016,2,0.152
16129775,STATEN ISLAND,10309,06/14/2016,06/16/2016,0,0.067
16129369,STATEN ISLAND,10314,06/14/2016,06/16/2016,0,0.138
16129422,STATEN ISLAND,10310,06/14/2016,06/16/2016,2,0.205
16129818,BRONX,10462,06/15/2016,06/23/2016,3,0.109
16129394,STATEN ISLAND,10309,06/15/2016,06/17/2016,0,0.137
16129711,STATEN ISLAND,10301,06/15/2016,06/20/2016,5,0.121
16129696,BROOKLYN,11232,06/15/2016,06/23/2016,2,0.051
16129297,FOREST HILLS,11375,06/15/2016,06/24/2016,0,0.102
16129763,FAR ROCKAWAY,11691,06/15/2016,06/17/2016,0,0.137
16129593,JAMAICA,11434,06/15/2016,06/17/2016,2,0.152
16129323,LITTLE NECK,11362,06/15/2016,06/17/2016,6,0.169
16129503,STATEN ISLAND,10306,06/15/2016,06/17/2016,16,0.133
16129548,STATEN ISLAND,10306,06/15/2016,06/17/2016,0,0.162
16129272,BRONX,10470,06/15/2016,06/17/2016,2,0.074
16129537,RIDGEWOOD,11385,06/16/2016,06/20/2016,7,0.019
16129816,Brooklyn,11209,06/16/2016,06/17/2016,0,0.044
16129346,STATEN ISLAND,10306,06/16/2016,06/20/2016,0,0.117
16129718,STATEN ISLAND,10312,06/16/2016,06/17/2016,0,0.142
16129499,LONG ISLAND CITY,11101,06/16/2016,06/23/2016,3,0.128
16129567,STATEN ISLAND,10309,06/16/2016,06/20/2016,2,0.024
16129789,STATEN ISLAND,10304,06/16/2016,06/17/2016,0,0.067
16129414,STATEN ISLAND,10305,06/16/2016,06/20/2016,0,0.111
16129436,FAR ROCKAWAY,11691,06/16/2016,06/20/2016,2,0.193
16129378,STATEN ISLAND,10314,06/16/2016,06/17/2016,2,0.13
16129589,STATEN ISLAND,10305,06/16/2016,06/20/2016,3,0.282
16129486,BROOKLYN,11225,06/16/2016,06/20/2016,11,0.048
16129758,STATEN ISLAND,10308,06/17/2016,06/23/2016,0,0.14
16129749,STATEN ISLAND,10306,06/17/2016,06/22/2016,17,0.2
16129468,BRONX,10463,06/17/2016,06/20/2016,13,0.068
16129451,RIDGEWOOD,11385,06/17/2016,06/20/2016,15,0.139
16129475,BROOKLYN,11208,06/17/2016,06/20/2016,2,0.13
16129492,QUEENS VILLAGE,11427,06/17/2016,06/20/2016,4,0.11
16129750,BROOKLYN,11234,06/17/2016,06/27/2016,0,0.03
16129655,BROOKLYN,11228,06/17/2016,06/20/2016,0,0.138
16129621,ASTORIA,11103,06/17/2016,06/20/2016,3,0.126
16129268,BROOKLYN,11213,06/17/2016,06/20/2016,0,0.059
16129429,BROOKLYN,11228,06/18/2016,06/21/2016,0,0.015
16129498,LONG ISLAND CITY,11101,06/18/2016,06/21/2016,15,0.124
16129453,WOODSIDE,11377,06/18/2016,06/20/2016,4,0.079
16129522,STATEN ISLAND,10309,06/18/2016,06/20/2016,0,0.147
16129713,BROOKLYN,11208,06/19/2016,06/24/2016,2,0.176
16129551,STATEN ISLAND,10306,06/19/2016,06/24/2016,0,0.177
16129450,FLUSHING,11358,06/19/2016,06/24/2016,4,0.124
16129365,STATEN ISLAND,10306,06/20/2016,06/21/2016,0,0.132
16129275,BROOKLYN,11234,06/20/2016,06/21/2016,0,0.163
16129326,STATEN ISLAND,10304,06/20/2016,06/24/2016,7,0.102
16129282,NEW YORK,10013,06/20/2016,06/24/2016,55,2.037
16129752,BROOKLYN,11224,06/20/2016,06/23/2016,4,0.163
16129771,STATEN ISLAND,10306,06/20/2016,06/24/2016,8,0.117
16129759,STATEN ISLAND,10314,06/20/2016,06/22/2016,4726,0.363
16129544,STATEN ISLAND,10309,06/20/2016,06/23/2016,2,0.138
16129314,FLUSHING,11354,06/21/2016,06/23/2016,1,0.16
16129341,BROOKLYN,11212,06/21/2016,06/28/2016,0,0.072
16129603,STATEN ISLAND,10314,06/21/2016,06/22/2016,2,0.154
16129313,FLUSHING,11358,06/21/2016,06/24/2016,66,0.115
16129333,BROOKLYN,11207,06/21/2016,06/22/2016,1,0.108
16129569,STATEN ISLAND,10309,06/21/2016,06/23/2016,0,0.077
16129587,STATEN ISLAND,10304,06/21/2016,06/23/2016,0,0.097
16129607,BELLEROSE,11426,06/21/2016,06/27/2016,4,0.079
16129792,STATEN ISLAND,10312,06/22/2016,06/23/2016,0,0.112
16129671,BROOKLYN,11211,06/22/2016,06/27/2016,4,0.099
16129725,STATEN ISLAND,10314,06/22/2016,06/28/2016,0,0.072
16129646,BROOKLYN,11226,06/23/2016,06/27/2016,2,0.148
16129284,BROOKLYN,11205,06/23/2016,06/27/2016,3,0.211
16129424,RICHMOND HILL,11418,06/23/2016,06/28/2016,0,0.117
16129600,BROOKLYN,11213,06/23/2016,06/27/2016,3,0.09
16129604,STATEN ISLAND,10309,06/23/2016,06/24/2016,9,0.099
16129440,FOREST HILLS,11375,06/24/2016,06/30/2016,11,0.065
16129427,BAYSIDE,11361,06/24/2016,06/24/2016,3,0.109
16129411,BROOKLYN,11223,06/24/2016,06/27/2016,4,0.049
16129478,FLUSHING,11354,06/24/2016,06/27/2016,5,0.131
16129516,STATEN ISLAND,10308,06/24/2016,06/27/2016,0,0.103
16129584,STATEN ISLAND,10309,06/25/2016,06/27/2016,0,0.107
16129805,BROOKLYN,11238,06/25/2016,06/29/2016,3,0.181
16129269,STATEN ISLAND,10301,06/26/2016,06/29/2016,8,0.159
16129575,STATEN ISLAND,10314,06/27/2016,07/07/2016,0,0.088
16129298,FOREST HILLS,11375,06/28/2016,07/01/2016,6,0.081
16129553,STATEN ISLAND,10309,06/28/2016,07/01/2016,2,0.129
16129335,RIDGEWOOD,11385,06/28/2016,06/30/2016,8,0.069
16129597,BROOKLYN,11206,06/28/2016,07/01/2016,6,0.225
16129614,FOREST HILLS,11375,06/28/2016,07/01/2016,8,0.119
16129616,BROOKLYN,11230,06/28/2016,07/01/2016,13,0.15
16129409,BROOKLYN,11212,06/28/2016,07/01/2016,0,0.099
16129735,FAR ROCKAWAY,11691,06/29/2016,07/05/2016,0,0.115
16129398,BROOKLYN,11218,06/29/2016,07/05/2016,13,0.099
16129320,BELLEROSE,11426,06/29/2016,06/30/2016,6,0.129
16129372,STATEN ISLAND,10314,06/30/2016,07/05/2016,40,0.114
16129601,FAR ROCKAWAY,11694,06/30/2016,07/05/2016,2,0.14
16129753,STATEN ISLAND,10314,06/30/2016,07/05/2016,0,0.129
16129443,RIDGEWOOD,11385,06/30/2016,07/05/2016,3,0.149
16129566,SPRINGFIELD GARDENS,11413,06/30/2016,07/01/2016,0,0.114
16129740,OAKLAND GARDENS,11364,06/30/2016,07/05/2016,0,0.219
16129684,BROOKLYN,11230,06/30/2016,07/11/2016,5,0.141
16129630,SUNNYSIDE,11104,06/30/2016,07/06/2016,5,0.082
16129462,STATEN ISLAND,10308,07/01/2016,07/05/2016,3,0.105
16129636,COLLEGE POINT,11356,07/01/2016,07/06/2016,1,0.049
16129622,SAINT ALBANS,11412,07/01/2016,07/05/2016,2,0.129
16129423,SAINT ALBANS,11412,07/01/2016,07/05/2016,3,0.089
16129626,FOREST HILLS,11375,07/01/2016,07/06/2016,6,0.122
16129386,STATEN ISLAND,10314,07/01/2016,07/01/2016,1,0.246
16129278,BROOKLYN,11201,07/01/2016,07/05/2016,1,0.027
16129648,BROOKLYN,11215,07/01/2016,07/05/2016,2,0.169
16129579,STATEN ISLAND,10314,07/01/2016,07/05/2016,0,0.089
16129736,MASPETH,11378,07/01/2016,07/05/2016,2,0.27
16129449,FOREST HILLS,11375,07/01/2016,07/05/2016,17,0.072
16129577,STATEN ISLAND,10306,07/01/2016,07/07/2016,150,0.135
16129517,STATEN ISLAND,10306,07/02/2016,07/07/2016,11,0.217
16129534,STATEN ISLAND,10305,07/02/2016,07/07/2016,0,0.115
16129535,STATEN ISLAND,10309,07/02/2016,07/05/2016,0,0.045
16129520,STATEN ISLAND,10309,07/02/2016,07/05/2016,0,0.072
16129455,STATEN ISLAND,10304,07/02/2016,07/07/2016,7,0.151
16129370,STATEN ISLAND,10312,07/03/2016,07/14/2016,0,0.103
16129638,BAYSIDE,11361,07/03/2016,07/06/2016,4,0.105
16129707,BROOKLYN,11217,07/04/2016,07/07/2016,8,0.168
16129456,BROOKLYN,11229,07/04/2016,07/07/2016,10,0.1
16129377,STATEN ISLAND,10304,07/05/2016,07/07/2016,23,0.151
16129606,BROOKLYN,11226,07/05/2016,07/07/2016,8,0.177
16129704,BROOKLYN,11216,07/05/2016,07/13/2016,3,0.145
16129645,BROOKLYN,11215,07/05/2016,07/07/2016,2,0.156
16129513,STATEN ISLAND,10312,07/05/2016,07/05/2016,1,0.078
16129618,ASTORIA,11103,07/05/2016,07/06/2016,7,0.196
16129784,STATEN ISLAND,10309,07/05/2016,07/06/2016,18,0.046
16129289,FLORAL PARK,11001,07/06/2016,07/07/2016,2,0.152
16129596,BROOKLYN,11230,07/06/2016,07/08/2016,7,0.11
16129767,BROOKLYN,11236,07/06/2016,07/11/2016,5,0.16
16129299,FLUSHING,11358,07/06/2016,07/06/2016,8,0.088
16129788,BRONX,10463,07/06/2016,07/08/2016,3,0.109
16129508,ASTORIA,11106,07/06/2016,07/07/2016,7,0.111
16129353,STATEN ISLAND,10312,07/06/2016,07/08/2016,10,0.113
16129558,STATEN ISLAND,10312,07/06/2016,07/08/2016,3,0.064
16129686,WHITESTONE,11357,07/07/2016,07/12/2016,4,0.113
16129342,BROOKLYN,11210,07/07/2016,07/14/2016,6,0.108
16129637,FLUSHING,11358,07/07/2016,07/21/2016,7,0.093
16129615,OZONE PARK,11417,07/07/2016,07/11/2016,0,0.029
16129339,EAST ELMHURST,11369,07/07/2016,07/18/2016,31,0.116
16129769,BROOKLYN,11234,07/07/2016,07/11/2016,0,0.173
16129722,BROOKLYN,11212,07/08/2016,07/13/2016,0,0.138
16129709,BROOKLYN,11230,07/08/2016,07/11/2016,6,0.044
16129357,STATEN ISLAND,10306,07/08/2016,07/15/2016,0,0.095
16129505,BROOKLYN,11221,07/08/2016,07/11/2016,4,0.145
16129301,BAYSIDE,11361,07/08/2016,07/15/2016,2,0.165
16129403,RIDGEWOOD,11385,07/09/2016,07/12/2016,7,0.123
16129421,STATEN ISLAND,10308,07/10/2016,07/14/2016,0,0.114
16129777,STATEN ISLAND,10312,07/11/2016,07/14/2016,0,0.084
16129675,CORONA,11368,07/11/2016,07/19/2016,5,0.099
16129515,STATEN ISLAND,10306,07/11/2016,07/15/2016,0,0.118
16129644,BROOKLYN,11213,07/11/2016,07/11/2016,5,0.135
16129799,BROOKLYN,11225,07/11/2016,07/18/2016,9,0.158
16129619,QUEENS VILLAGE,11427,07/11/2016,07/12/2016,8,0.15
16129592,BROOKLYN,11212,07/12/2016,07/14/2016,0,0.087
16129256,KEW GARDENS,11415,07/12/2016,07/15/2016,52,0.165
16129476,FAR ROCKAWAY,11693,07/13/2016,07/13/2016,0,0.227
16129364,STATEN ISLAND,10308,07/13/2016,07/15/2016,1,0.084
16129493,BROOKLYN,11226,07/14/2016,07/18/2016,6,0.124
16129744,BROOKLYN,11224,07/14/2016,07/18/2016,0,0.06
16129397,BRONX,10465,07/15/2016,07/22/2016,3,0.181
16129719,STATEN ISLAND,10309,07/15/2016,07/18/2016,1,0.089
16129446,FLUSHING,11358,07/17/2016,07/19/2016,5,0.133
16129384,STATEN ISLAND,10309,07/18/2016,07/21/2016,8,0.151
16129525,BROOKLYN,11212,07/21/2016,07/25/2016,0,0.044
16129738,STATEN ISLAND,10306,07/21/2016,07/25/2016,0,0.121
16129396,FLUSHING,11358,07/22/2016,07/25/2016,19,0.085
16129390,STATEN ISLAND,10305,07/22/2016,07/27/2016,0,0.143
16129791,STATEN ISLAND,10304,07/23/2016,07/27/2016,6,0.139
16129617,BROOKLYN,11215,07/24/2016,08/02/2016,0,0.135
16129823,BROOKLYN,11224,07/24/2016,07/27/2016,0,0.017
16129706,RIDGEWOOD,11385,07/26/2016,08/02/2016,2,0.096
16129666,BROOKLYN,11229,07/26/2016,07/28/2016,6,0.167
16129653,BRONX,10461,07/26/2016,08/03/2016,7,0.123
16129715,BROOKLYN,11217,07/26/2016,07/28/2016,3,0.158
16129773,STATEN ISLAND,10314,07/28/2016,08/03/2016,0,0.162
16129625,JAMAICA,11434,07/29/2016,08/04/2016,0,0.185
16129474,BROOKLYN,11213,07/29/2016,08/03/2016,1,0.085
16129755,STATEN ISLAND,10309,07/29/2016,08/02/2016,0,0.097
16233485,STATEN ISLAND,10314,08/01/2016,08/05/2016,1,0.13
16129560,STATEN ISLAND,10312,08/01/2016,08/05/2016,2,0.075
16129303,FLUSHING,11355,08/02/2016,08/03/2016,2,0.039
16129643,BROOKLYN,11229,08/02/2016,08/09/2016,27,0.332
16129280,SOUTH RICHMOND HILL,11419,08/04/2016,08/12/2016,3,0.118
16129656,BROOKLYN,11216,08/04/2016,08/08/2016,4,0.056
16129698,MIDDLE VILLAGE,11379,08/04/2016,08/05/2016,17,0.135
16129798,BROOKLYN,11216,08/05/2016,08/10/2016,7,0.331
16129716,SOUTH OZONE PARK,11420,08/05/2016,08/10/2016,2,0.106
16129484,SPRINGFIELD GARDENS,11413,08/06/2016,08/16/2016,5,0.09
16129470,JACKSON HEIGHTS,11372,08/06/2016,08/09/2016,11,0.082
16129571,STATEN ISLAND,10306,08/08/2016,08/11/2016,1,0.178
16129578,STATEN ISLAND,10305,08/10/2016,08/10/2016,0,0.145
16129761,STATEN ISLAND,10314,08/11/2016,08/17/2016,75,0.123
16129415,STATEN ISLAND,10312,08/11/2016,08/15/2016,0,0.052
16129580,STATEN ISLAND,10308,08/13/2016,08/16/2016,1,0.112
16129487,BROOKLYN,11209,08/13/2016,08/15/2016,11,0.115
16129743,BROOKLYN,11224,08/14/2016,08/23/2016,0,0.003
16129741,STATEN ISLAND,10308,08/15/2016,08/19/2016,2,0.071
16129657,BROOKLYN,11217,08/15/2016,08/16/2016,4,0.191
16129387,STATEN ISLAND,10306,08/18/2016,08/22/2016,9,0.11
16129482,FLUSHING,11358,08/21/2016,08/26/2016,3,0.187
16129506,BROOKLYN,11214,08/23/2016,08/29/2016,12,0.137
16129554,STATEN ISLAND,10306,08/23/2016,08/26/2016,1,0.115
16129494,BROOKLYN,11204,08/23/2016,08/30/2016,9,0.145
16129311,BAYSIDE,11361,08/25/2016,08/29/2016,5,0.142
16129557,STATEN ISLAND,10309,08/26/2016,08/29/2016,0,0.096
16129466,NEW YORK,10128,08/27/2016,09/02/2016,19,0.12
16129712,BROOKLYN,11210,08/30/2016,09/02/2016,3,0.062
16129541,STATEN ISLAND,10309,09/01/2016,09/06/2016,1,0.109
16129701,JAMAICA,11434,09/01/2016,09/12/2016,0,0.14
16129405,STATEN ISLAND,10309,09/06/2016,09/12/2016,0,0.11
16129479,SPRINGFIELD GARDENS,11413,09/09/2016,09/12/2016,0,0.133
16129594,BROOKLYN,11224,09/10/2016,09/20/2016,0,0.091
16129691,BROOKLYN,11218,09/13/2016,09/20/2016,6,0.124
16129590,STATEN ISLAND,10310,09/14/2016,09/20/2016,17,0.097
16129639,STATEN ISLAND,10310,09/19/2016,09/21/2016,3,0.051
16129642,BRONX,10460,09/20/2016,09/27/2016,5,0.052
16129685,BROOKLYN,11230,09/20/2016,09/23/2016,7,0.069
16129501,FOREST HILLS,11375,09/23/2016,09/27/2016,3,0.144
16129652,BROOKLYN,11203,09/24/2016,09/28/2016,3,0.176
16129444,RIDGEWOOD,11385,09/27/2016,10/04/2016,5,0.079
16129428,SAINT ALBANS,11412,09/28/2016,10/03/2016,4,0.134
16129747,STATEN ISLAND,10308,09/28/2016,09/30/2016,0,0.125
16129620,BRONX,10461,09/28/2016,10/04/2016,2,0.017
16129633,BAYSIDE,11361,09/29/2016,09/30/2016,1,0.162
16129674,REGO PARK,11374,09/30/2016,10/04/2016,4,0.024
17142058,STATEN ISLAND,10309,06/06/2017,06/09/2017,11,0.105
17141879,STATEN ISLAND,10314,06/06/2017,06/09/2017,0,0.123
17142068,STATEN ISLAND,10314,06/06/2017,06/09/2017,0,0.017
17142165,BROOKLYN,11228,06/06/2017,06/09/2017,2,0.057
17142040,STATEN ISLAND,10306,06/06/2017,06/09/2017,17,0.106
17142152,ELMHURST,11373,06/06/2017,06/12/2017,82,0.132
17142206,BROOKLYN,11217,06/06/2017,06/12/2017,3,0.218
17141873,STATEN ISLAND,10308,06/07/2017,06/12/2017,0,0.102
17141797,SOUTH RICHMOND HILL,11419,06/07/2017,06/09/2017,0,0.148
17142273,STATEN ISLAND,10314,06/07/2017,06/09/2017,0,0.124
17141850,FAR ROCKAWAY,11691,06/07/2017,06/09/2017,1,0.289
17141822,RIDGEWOOD,11385,06/07/2017,06/09/2017,5,0.057
17141773,SAINT ALBANS,11412,06/07/2017,06/12/2017,0,0.032
17142060,Brooklyn,11224,06/07/2017,06/09/2017,0,0.141
17142066,STATEN ISLAND,10309,06/07/2017,06/09/2017,1,0.122
17142226,FAR ROCKAWAY,11691,06/07/2017,06/12/2017,0,0.112
17142315,RIDGEWOOD,11385,06/07/2017,06/13/2017,3,0.046
17142118,JAMAICA,11432,06/07/2017,06/09/2017,2,0.107
17141813,FLUSHING,11358,06/07/2017,06/12/2017,11,0.173
17141856,STATEN ISLAND,10308,06/07/2017,06/12/2017,0,0.109
17142030,STATEN ISLAND,10308,06/07/2017,06/09/2017,0,0.107
17142164,RIDGEWOOD,11385,06/07/2017,06/12/2017,6,0.154
17142174,SOUTH OZONE PARK,11420,06/07/2017,06/09/2017,10,0.062
17142247,STATEN ISLAND,10309,06/07/2017,06/09/2017,3,0.074
17142323,BROOKLYN,11234,06/07/2017,06/12/2017,8,0.133
17141963,FOREST HILLS,11375,06/07/2017,06/09/2017,5,0.123
17141934,BAYSIDE,11361,06/07/2017,06/08/2017,4,0.109
17141878,STATEN ISLAND,10303,06/07/2017,06/09/2017,0,0.114
17141979,FAR ROCKAWAY,11693,06/07/2017,06/09/2017,0,0.056
17141775,BRONX,10457,06/07/2017,06/09/2017,0,0.038
17142046,STATEN ISLAND,10312,06/07/2017,06/13/2017,2,0.181
17142225,BAYSIDE,11361,06/07/2017,06/08/2017,11,0.066
17142208,BROOKLYN,11204,06/07/2017,06/12/2017,0,0.205
17142123,BROOKLYN,11231,06/07/2017,06/09/2017,2,0.091
17141889,STATEN ISLAND,10306,06/07/2017,06/09/2017,2,0.105
17141920,STATEN ISLAND,10306,06/07/2017,06/09/2017,0,0.13
17141953,STATEN ISLAND,10308,06/07/2017,06/09/2017,0,0.097
17142172,WOODSIDE,11377,06/07/2017,06/13/2017,3,0.05
17141776,BROOKLYN,11212,06/07/2017,06/19/2017,0,0.074
17142257,BROOKLYN,11224,06/07/2017,06/09/2017,0,0.13
17142310,STATEN ISLAND,10306,06/07/2017,06/09/2017,0,0.124
17141818,ELMHURST,11373,06/07/2017,06/09/2017,4,0.156
17141885,STATEN ISLAND,10309,06/07/2017,06/09/2017,0,0.036
17141903,STATEN ISLAND,10314,06/07/2017,06/09/2017,0,0.038
17142259,STATEN ISLAND,10306,06/07/2017,06/09/2017,1,0.078
17141835,LITTLE NECK,11363,06/07/2017,06/12/2017,9,0.051
17142266,STATEN ISLAND,10309,06/07/2017,06/09/2017,0,0.077
17142337,BRONX,10463,06/07/2017,06/09/2017,5,0.148
17141829,JAMAICA,11432,06/07/2017,06/14/2017,3,0.097
17141855,WHITESTONE,11357,06/07/2017,06/09/2017,6,0.153
17141941,BROOKLYN,11215,06/07/2017,06/09/2017,5,0.165
